42;4
58;9
46;6
50;6
47;9
47;3
58;9
38;5
22;4
37;4
44;3
40;4
13;2
9;0
14;2
26;5
26;4
37;3
46;2
31;7
27;2
15;2
15;1
12;2
12;0
14;2
11;0
9;2
9;2
12;2
